carat,cut,color,clarity,depth,table,price,x,y,z
0.7,Very Good,I,VS2,63.0,60.0,2427.1,5.59,5.62,3.53
0.38,Ideal,D,VVS1,60.3,56.0,2427.1,4.72,4.74,2.85
0.61,Ideal,I,VVS2,62.0,54.0,2427.1,5.51,5.47,3.4
0.54,Ideal,G,VVS2,62.2,55.0,2428.4,5.22,5.27,3.26
0.44,Ideal,E,VVS1,61.4,55.0,2428.4,4.92,4.95,3.03
0.57,Ideal,G,VS1,62.1,56.0,2428.4,5.31,5.34,3.3
0.54,Ideal,G,VS1,61.4,55.0,2428.4,5.26,5.3,3.24
0.52,Ideal,D,VS2,61.0,57.0,2428.4,5.21,5.18,3.17
0.52,Premium,D,VS2,61.8,58.0,2428.4,5.2,5.15,3.2
0.52,Ideal,D,VS2,62.1,57.0,2428.4,5.17,5.13,3.2
0.71,Very Good,J,VS2,60.1,61.0,2429.7000000000003,5.77,5.82,3.48
0.58,Premium,F,VS2,62.4,55.0,2429.7000000000003,5.38,5.36,3.35
0.57,Ideal,F,VS2,60.8,57.0,2429.7000000000003,5.34,5.37,3.25
0.75,Fair,J,VS1,61.9,67.0,2429.7000000000003,5.8,5.7,3.56
0.59,Very Good,H,VVS1,63.7,56.0,2431.0,5.35,5.38,3.42
0.51,Ideal,F,VS1,61.6,55.0,2431.0,5.14,5.18,3.18
0.62,Very Good,I,VVS1,63.1,58.0,2432.3,5.4,5.44,3.42
0.51,Very Good,G,VVS1,63.2,59.0,2432.3,5.04,5.09,3.2
0.57,Very Good,F,VS1,60.3,58.0,2432.3,5.36,5.39,3.24
0.63,Premium,G,VS2,61.5,57.0,2432.3,5.54,5.51,3.4
0.55,Ideal,F,VS2,61.6,56.0,2432.3,5.31,5.29,3.27
0.55,Ideal,F,VS2,62.1,55.0,2432.3,5.27,5.25,3.26
0.58,Very Good,G,VVS2,62.1,58.0,2433.6,5.35,5.4,3.34
0.51,Good,G,VVS1,63.2,58.0,2433.6,5.08,5.11,3.22
0.52,Ideal,F,VS1,61.6,56.0,2433.6,5.2,5.16,3.18
0.47,Ideal,E,VS1,61.2,56.0,2433.6,5.01,5.05,3.08
0.52,Ideal,F,VS1,62.2,55.0,2433.6,5.18,5.14,3.21
0.52,Ideal,H,VVS1,60.4,57.0,2433.6,5.23,5.2,3.15
0.52,Ideal,F,VS1,62.0,57.0,2433.6,5.16,5.13,3.19
0.52,Premium,F,VS1,61.7,56.0,2433.6,5.17,5.14,3.18
0.52,Ideal,F,VS1,61.2,57.0,2433.6,5.2,5.16,3.17
0.52,Ideal,F,VS1,62.3,55.0,2433.6,5.21,5.16,3.23
0.64,Very Good,G,VS2,62.7,59.0,2434.9,5.44,5.5,3.43
0.51,Premium,D,VS1,59.5,57.0,2434.9,5.24,5.21,3.11
0.51,Ideal,D,VS1,62.5,57.0,2434.9,5.13,5.08,3.19
0.51,Ideal,D,VS1,62.4,57.0,2434.9,5.13,5.09,3.19
0.53,Very Good,E,VS1,61.8,60.0,2436.2000000000003,5.13,5.22,3.2
0.7,Ideal,J,VS2,62.6,57.0,2436.2000000000003,5.64,5.67,3.54
0.7,Ideal,J,VS2,61.8,53.0,2436.2000000000003,5.73,5.76,3.55
0.7,Ideal,J,VS2,62.4,55.0,2436.2000000000003,5.68,5.7,3.55
0.7,Ideal,I,SI2,62.3,55.0,2436.2000000000003,5.67,5.72,3.55
0.52,Very Good,E,VS1,59.1,58.0,2437.5,5.31,5.38,3.16
0.71,Very Good,I,SI2,63.7,57.0,2437.5,5.64,5.67,3.6
0.51,Ideal,G,VVS2,61.3,57.0,2437.5,5.12,5.15,3.15
0.51,Premium,G,VVS2,61.7,58.0,2437.5,5.11,5.14,3.16
0.51,Very Good,G,VVS2,61.7,58.0,2437.5,5.13,5.18,3.18
0.51,Good,G,VVS2,63.1,58.0,2437.5,5.07,5.11,3.21
0.51,Very Good,G,VVS2,61.5,56.0,2437.5,5.12,5.15,3.16
0.51,Ideal,G,VVS2,60.1,56.0,2437.5,5.19,5.22,3.13
0.51,Ideal,G,VVS2,61.8,56.0,2437.5,5.1,5.16,3.17
0.51,Ideal,G,VVS2,61.9,55.0,2437.5,5.15,5.19,3.2
0.51,Very Good,G,VVS2,62.9,57.0,2437.5,5.09,5.12,3.21
0.51,Ideal,G,VVS2,61.5,57.0,2437.5,5.13,5.18,3.17
0.51,Ideal,G,VVS2,61.1,56.0,2437.5,5.15,5.19,3.16
0.51,Ideal,G,VVS2,62.6,57.0,2437.5,5.1,5.12,3.2
0.51,Premium,G,VVS2,59.1,59.0,2437.5,5.18,5.21,3.07
0.51,Ideal,G,VVS2,61.2,55.0,2437.5,5.15,5.18,3.16
0.51,Ideal,G,VVS2,61.6,56.0,2437.5,5.12,5.17,3.17
0.6,Premium,E,VS1,61.0,61.0,2437.5,5.46,5.39,3.31
0.54,Ideal,H,VVS1,61.3,56.0,2437.5,5.23,5.27,3.22
0.51,Ideal,F,VS2,62.6,55.0,2437.5,5.15,5.1,3.21
0.6,Ideal,F,VS2,61.9,55.0,2437.5,5.43,5.46,3.37
0.59,Ideal,E,VS2,62.1,55.0,2437.5,5.4,5.42,3.36
0.7,Premium,G,SI2,61.0,58.0,2437.5,5.75,5.72,3.5
0.72,Premium,J,VS1,63.0,56.0,2437.5,5.72,5.67,3.59
0.7,Very Good,I,SI2,58.8,60.0,2438.8,5.8,5.83,3.42
0.57,Ideal,G,VS1,60.3,57.0,2438.8,5.4,5.42,3.26
0.58,Ideal,H,VS2,61.8,55.0,2438.8,5.36,5.39,3.32
0.58,Ideal,D,VS2,61.2,57.0,2438.8,5.37,5.41,3.3
0.51,Ideal,H,VVS2,61.6,55.0,2440.1,5.11,5.14,3.16
0.51,Ideal,G,VVS2,62.0,57.0,2440.1,5.11,5.15,3.18
0.61,Very Good,H,VVS2,62.8,58.0,2440.1,5.4,5.42,3.4
0.61,Premium,D,SI1,62.3,58.0,2440.1,5.4,5.45,3.38
0.51,Very Good,D,VS2,60.1,59.0,2440.1,5.16,5.19,3.11
0.51,Ideal,E,VS2,60.7,56.0,2440.1,5.17,5.21,3.15
0.73,Ideal,J,SI1,61.8,56.0,2440.1,5.78,5.81,3.58
0.53,Premium,D,VS2,62.4,59.0,2440.1,5.18,5.14,3.22
0.53,Ideal,D,VS2,60.9,57.0,2440.1,5.24,5.17,3.17
0.79,Premium,G,SI2,60.8,58.0,2440.1,6.0,5.98,3.61
0.59,Very Good,G,VS1,62.0,56.0,2441.4,5.35,5.39,3.33
0.62,Ideal,H,VS1,61.4,56.0,2441.4,5.47,5.51,3.37
0.52,Ideal,G,VVS2,61.6,56.0,2441.4,5.18,5.15,3.18
0.52,Ideal,G,VVS2,60.8,57.0,2441.4,5.2,5.17,3.15
0.7,Good,F,SI1,64.3,62.0,2441.4,5.55,5.49,3.55
0.52,Ideal,G,VVS2,61.2,55.0,2441.4,5.22,5.2,3.19
0.55,Very Good,G,VVS2,57.1,63.0,2442.7000000000003,5.39,5.47,3.1
0.51,Ideal,H,IF,62.3,54.0,2442.7000000000003,5.14,5.17,3.21
0.51,Ideal,H,IF,62.0,54.0,2442.7000000000003,5.14,5.18,3.2
0.72,Premium,J,SI1,62.0,58.0,2442.7000000000003,5.77,5.74,3.57
0.58,Premium,D,SI1,60.2,58.0,2442.7000000000003,5.46,5.37,3.26
0.53,Very Good,F,VVS2,59.6,56.0,2444.0,5.27,5.31,3.16
0.64,Ideal,H,SI1,61.7,55.0,2444.0,5.54,5.57,3.43
0.64,Ideal,H,SI1,61.8,55.0,2444.0,5.56,5.57,3.44
0.53,Ideal,G,VVS2,61.5,56.0,2445.3,5.18,5.22,3.2
0.53,Ideal,G,VVS2,60.4,55.0,2445.3,5.26,5.3,3.19
0.55,Very Good,H,VVS1,61.1,57.0,2445.3,5.26,5.35,3.24
0.55,Ideal,F,VS1,61.9,56.0,2445.3,5.25,5.29,3.26
0.71,Good,J,VS1,63.3,55.0,2445.3,5.62,5.66,3.57
0.55,Ideal,F,VS1,62.0,55.0,2445.3,5.26,5.29,3.27
0.55,Ideal,F,VS1,61.6,57.0,2445.3,5.23,5.29,3.24
0.52,Ideal,G,VVS1,61.6,56.0,2445.3,5.16,5.2,3.19
0.55,Premium,G,VS1,62.0,57.0,2445.3,5.3,5.25,3.27
0.55,Ideal,G,VS1,60.9,55.0,2445.3,5.32,5.29,3.23
0.55,Ideal,G,VS1,61.6,55.0,2445.3,5.32,5.29,3.27
0.55,Premium,E,VS2,61.5,56.0,2445.3,5.28,5.25,3.24
0.55,Premium,E,VS2,60.5,58.0,2445.3,5.32,5.26,3.2
0.55,Premium,E,VS2,61.4,57.0,2445.3,5.29,5.27,3.24
0.65,Fair,F,VS2,58.3,64.0,2445.3,5.7,5.62,3.3
0.75,Premium,F,SI2,59.8,60.0,2445.3,5.96,5.92,3.55
0.51,Ideal,D,VS2,61.2,55.0,2446.6,5.18,5.16,3.16
0.51,Very Good,D,VS1,63.3,57.0,2446.6,5.07,5.1,3.22
0.51,Ideal,D,VS1,62.3,56.0,2446.6,5.09,5.12,3.18
0.67,Good,I,VVS2,58.9,51.0,2446.6,5.74,5.78,3.4
0.56,Ideal,H,VVS1,62.3,55.0,2446.6,5.3,5.26,3.29
0.51,Ideal,D,VS2,60.9,56.0,2446.6,5.19,5.16,3.15
0.51,Premium,D,VS2,59.7,58.0,2446.6,5.24,5.18,3.11
0.51,Ideal,D,VS2,61.6,56.0,2446.6,5.17,5.15,3.18
0.51,Ideal,D,VS2,61.8,55.0,2446.6,5.18,5.15,3.19
0.51,Premium,D,VS2,60.5,60.0,2446.6,5.19,5.16,3.13
0.51,Ideal,D,VS2,61.2,55.0,2446.6,5.17,5.13,3.15
0.51,Ideal,D,VS2,61.5,55.0,2446.6,5.18,5.13,3.17
0.51,Ideal,D,VS2,61.9,55.0,2446.6,5.13,5.11,3.17
0.23,Very Good,D,VVS1,62.5,58.0,689.0,3.94,3.96,2.47
0.23,Very Good,D,VVS1,63.3,58.0,689.0,3.9,3.93,2.48
0.23,Very Good,D,VVS1,62.4,58.0,689.0,3.91,3.97,2.46
0.23,Very Good,F,IF,59.5,58.0,689.0,4.0,4.03,2.39
0.23,Ideal,F,VVS2,62.3,56.0,689.0,3.95,4.01,2.48
0.23,Ideal,F,VVS2,60.9,57.0,689.0,3.95,3.97,2.41
0.23,Ideal,F,VVS2,62.0,56.0,689.0,3.92,3.98,2.45
0.23,Ideal,F,VVS2,61.9,57.0,689.0,3.93,3.96,2.44
0.23,Ideal,F,VVS2,60.3,57.0,689.0,3.99,4.03,2.42
0.23,Ideal,F,VVS2,61.0,57.0,689.0,3.98,4.02,2.44
0.23,Ideal,E,VVS2,62.5,57.0,689.0,3.92,3.99,2.47
0.23,Ideal,E,VVS2,62.8,57.0,689.0,3.91,3.96,2.47
0.23,Ideal,D,VVS2,62.1,57.0,689.0,3.92,3.97,2.45
0.23,Ideal,F,VVS1,62.7,57.0,689.0,3.9,3.92,2.45
0.31,Ideal,H,SI1,61.0,56.0,689.0,4.38,4.41,2.68
0.34,Ideal,D,I1,61.4,55.0,689.0,4.52,4.5,2.77
0.34,Ideal,D,I1,62.5,57.0,689.0,4.49,4.47,2.8
0.32,Premium,I,SI2,60.0,58.0,689.0,4.48,4.45,2.68
0.23,Very Good,E,VVS2,60.9,60.0,689.0,3.96,3.99,2.42
0.23,Very Good,E,VVS1,61.1,60.0,689.0,3.95,4.01,2.43
0.23,Very Good,E,VVS1,61.3,60.0,689.0,3.95,4.01,2.44
0.23,Very Good,E,VVS1,58.6,61.0,689.0,4.02,4.04,2.36
0.23,Very Good,E,VVS2,61.8,58.0,689.0,3.92,3.94,2.43
0.23,Good,E,VVS2,63.3,56.0,689.0,3.88,3.92,2.47
0.23,Very Good,D,VVS2,60.4,59.0,689.0,3.95,4.0,2.4
0.34,Ideal,G,SI1,61.9,55.5,690.3000000000001,4.49,4.54,2.79
0.34,Ideal,G,SI1,61.8,54.4,690.3000000000001,4.49,4.52,2.79
0.37,Ideal,G,SI1,61.1,56.0,690.3000000000001,4.64,4.66,2.84
0.31,Good,G,VS2,64.4,54.0,690.3000000000001,4.24,4.29,2.75
0.23,Premium,G,VVS1,61.3,59.0,690.3000000000001,3.96,3.94,2.42
0.51,Ideal,D,VS2,61.5,57.0,2446.6,5.14,5.11,3.15
0.51,Ideal,D,VS2,61.7,55.0,2446.6,5.14,5.11,3.16
0.51,Ideal,D,VS2,61.9,56.0,2446.6,5.14,5.11,3.17
0.51,Ideal,D,VS2,62.4,55.0,2446.6,5.14,5.11,3.2
0.51,Ideal,D,VS2,62.1,56.0,2446.6,5.16,5.11,3.19
0.51,Premium,D,VS2,61.1,59.0,2446.6,5.16,5.12,3.14
0.51,Ideal,D,VS2,62.3,55.0,2446.6,5.19,5.12,3.21
0.51,Ideal,D,VS2,61.8,55.0,2446.6,5.16,5.1,3.17
0.51,Ideal,D,VS2,61.9,57.0,2446.6,5.13,5.11,3.17
0.51,Ideal,D,VS2,62.3,57.0,2446.6,5.12,5.09,3.18
0.51,Ideal,D,VS2,62.7,55.0,2446.6,5.12,5.09,3.2
0.51,Ideal,D,VS2,61.9,57.0,2446.6,5.15,5.09,3.17
0.56,Ideal,E,VS2,61.4,57.0,2446.6,5.35,5.31,3.27
0.51,Premium,E,VVS2,62.0,62.0,2446.6,5.09,5.04,3.14
0.56,Premium,E,VS1,60.1,61.0,2446.6,5.38,5.31,3.21
0.51,Premium,F,VVS2,61.2,59.0,2446.6,5.19,5.1,3.15
0.56,Premium,E,VS2,58.8,59.0,2446.6,5.45,5.36,3.18
0.56,Premium,E,VS2,61.0,62.0,2446.6,5.36,5.28,3.24
0.54,Good,H,VVS2,60.9,57.2,2447.9,5.22,5.26,3.19
0.59,Premium,H,VVS1,62.0,58.0,2447.9,5.36,5.38,3.33
0.57,Very Good,E,VS1,62.9,57.0,2447.9,5.27,5.29,3.32
0.7,Very Good,F,SI2,63.4,58.0,2447.9,5.62,5.58,3.55
0.47,Ideal,E,VVS2,62.0,55.0,2447.9,4.97,5.0,3.09
0.5,Ideal,G,VVS1,62.2,55.0,2447.9,5.09,5.11,3.17
0.5,Ideal,G,VVS1,62.2,54.0,2447.9,5.1,5.13,3.18
0.5,Ideal,G,VVS1,61.9,58.0,2447.9,5.06,5.09,3.14
0.52,Ideal,E,VS1,60.0,56.0,2447.9,5.25,5.29,3.16
0.71,Very Good,I,SI1,62.6,63.0,2447.9,5.61,5.54,3.49
0.59,Ideal,E,VS2,61.5,56.0,2447.9,5.42,5.38,3.32
0.59,Premium,E,VS2,62.3,55.0,2447.9,5.43,5.39,3.37
0.71,Premium,H,SI1,61.0,58.0,2447.9,5.75,5.67,3.49
0.61,Very Good,E,VS2,60.1,60.0,2449.2000000000003,5.5,5.54,3.32
0.58,Premium,G,VS1,61.5,58.0,2449.2000000000003,5.35,5.41,3.31
0.58,Ideal,G,VS1,62.6,54.0,2449.2000000000003,5.3,5.34,3.33
0.58,Ideal,E,VS2,61.9,56.0,2449.2000000000003,5.35,5.38,3.32
0.58,Ideal,E,VS2,61.1,57.0,2449.2000000000003,5.39,5.41,3.3
0.58,Ideal,E,VS2,61.6,55.0,2449.2000000000003,5.33,5.38,3.3
0.58,Ideal,E,VS2,61.9,57.0,2449.2000000000003,5.33,5.37,3.31
0.58,Ideal,G,VS1,62.0,57.0,2449.2000000000003,5.32,5.35,3.31
0.57,Ideal,E,VS1,61.6,55.0,2449.2000000000003,5.32,5.36,3.29
0.57,Ideal,E,VS1,60.5,57.0,2449.2000000000003,5.33,5.38,3.24
0.51,Ideal,D,SI1,60.7,56.0,2449.2000000000003,5.18,5.2,3.15
0.5,Very Good,G,VVS1,63.3,53.0,2450.5,5.06,5.09,3.21
0.54,Very Good,D,VS2,60.5,59.0,2450.5,5.24,5.28,3.18
0.63,Very Good,D,SI1,62.8,57.0,2450.5,5.4,5.46,3.41
0.51,Good,G,VVS2,57.6,56.0,2450.5,5.27,5.35,3.06
0.66,Ideal,G,SI1,61.7,55.0,2450.5,5.64,5.6,3.47
0.72,Very Good,J,SI1,58.3,62.0,2451.8,5.87,5.93,3.44
0.52,Ideal,E,VS1,61.3,56.0,2451.8,5.18,5.22,3.19
0.59,Premium,H,VVS2,62.3,55.0,2451.8,5.42,5.33,3.35
0.5,Very Good,G,VVS1,59.6,63.0,2453.1,5.11,5.16,3.06
0.52,Ideal,G,VS1,60.4,57.0,2453.1,5.21,5.24,3.16
0.52,Ideal,E,VS2,61.7,56.0,2454.4,5.16,5.21,3.2
0.56,Ideal,H,VS1,60.2,57.0,2454.4,5.38,5.35,3.23
0.54,Very Good,E,VS1,61.8,58.0,2455.7000000000003,5.23,5.28,3.25
0.56,Ideal,G,VVS2,62.5,56.0,2455.7000000000003,5.24,5.28,3.29
0.7,Premium,H,SI1,61.9,59.0,2455.7000000000003,5.67,5.74,3.53
0.54,Very Good,F,VS2,62.0,59.0,2455.7000000000003,5.16,5.22,3.22
0.58,Ideal,D,VS2,61.2,54.0,2455.7000000000003,5.4,5.42,3.31
0.71,Ideal,J,SI1,61.6,57.0,2455.7000000000003,5.72,5.75,3.53
0.7,Very Good,H,SI2,63.8,55.0,2457.0,5.57,5.59,3.56
0.7,Very Good,H,SI2,63.3,56.0,2457.0,5.64,5.68,3.58
0.7,Very Good,I,SI1,63.8,59.0,2457.0,5.56,5.6,3.56
0.7,Very Good,I,SI1,63.2,59.0,2457.0,5.59,5.62,3.54
0.55,Ideal,D,VS1,61.7,55.0,2457.0,5.25,5.26,3.24
0.6,Ideal,E,SI1,61.3,56.0,2457.0,5.49,5.44,3.35
0.56,Ideal,G,VS1,61.2,54.0,2457.0,5.36,5.32,3.27
0.55,Ideal,F,VS1,60.6,56.0,2457.0,5.33,5.37,3.24
0.7,Premium,I,SI2,62.4,58.0,2457.0,5.68,5.64,3.53
0.7,Premium,I,SI2,59.5,58.0,2457.0,5.79,5.73,3.43
0.5,Fair,E,VS1,55.3,65.0,2457.0,5.35,5.31,2.95
0.7,Premium,F,SI2,62.0,58.0,2457.0,5.7,5.64,3.52
0.5,Very Good,F,VVS2,61.2,57.0,2458.3,5.1,5.13,3.13
0.59,Ideal,G,SI1,61.3,56.0,2458.3,5.41,5.43,3.32
0.54,Ideal,D,VS2,61.1,56.0,2459.6,5.25,5.29,3.22
0.54,Ideal,D,VS2,61.8,56.0,2459.6,5.21,5.24,3.23
0.54,Ideal,D,VS2,61.1,57.0,2459.6,5.22,5.25,3.2
0.54,Very Good,D,VS2,61.1,55.0,2459.6,5.24,5.37,3.24
0.54,Ideal,D,VS2,61.3,56.0,2459.6,5.22,5.26,3.21
0.54,Very Good,D,VS2,61.7,58.0,2459.6,5.16,5.24,3.21
0.54,Ideal,D,VS2,61.1,57.0,2459.6,5.19,5.29,3.2
0.54,Very Good,D,VS2,60.6,58.0,2459.6,5.26,5.3,3.2
0.54,Premium,D,VS2,60.9,58.0,2459.6,5.27,5.31,3.22
0.54,Ideal,D,VS2,62.6,57.0,2459.6,5.18,5.24,3.26
0.54,Premium,D,VS2,61.5,58.0,2459.6,5.21,5.26,3.22
0.54,Ideal,D,VS2,61.8,57.0,2459.6,5.22,5.26,3.24
0.5,Ideal,E,VS2,60.4,56.0,2459.6,5.15,5.21,3.13
0.73,Fair,I,SI2,61.3,67.0,2459.6,5.77,5.64,3.51
0.5,Very Good,D,VS1,59.8,58.0,2460.9,5.12,5.14,3.07
0.53,Ideal,G,VVS2,62.1,54.0,2460.9,5.18,5.22,3.23
0.52,Ideal,H,VVS1,61.7,53.0,2460.9,5.19,5.25,3.22
0.51,Ideal,G,VVS1,60.5,59.0,2460.9,5.16,5.19,3.13
0.5,Ideal,D,VS2,61.8,56.0,2460.9,5.11,5.14,3.16
0.52,Ideal,E,VS1,62.0,53.0,2460.9,5.16,5.2,3.21
0.58,Ideal,E,VS1,62.6,56.0,2460.9,5.33,5.27,3.32
0.5,Ideal,D,VS1,61.0,56.0,2460.9,5.13,5.17,3.14
0.62,Good,G,VS1,62.5,60.8,2460.9,5.37,5.47,3.39
0.55,Premium,D,VS2,61.6,56.0,2462.2000000000003,5.33,5.28,3.27
0.55,Ideal,D,VS2,62.8,57.0,2462.2000000000003,5.27,5.24,3.3
0.7,Very Good,E,SI2,63.5,59.0,2462.2000000000003,5.63,5.51,3.53
0.7,Very Good,H,SI2,60.9,58.0,2463.5,5.68,5.74,3.48
0.53,Ideal,G,VVS2,61.0,56.0,2463.5,5.19,5.23,3.18
0.51,Good,G,VVS2,63.7,54.0,2463.5,5.1,5.08,3.24
0.51,Very Good,G,VVS2,63.4,57.0,2463.5,5.09,5.06,3.22
0.51,Very Good,G,VVS2,63.3,58.0,2463.5,5.07,5.04,3.2
0.7,Fair,D,SI1,52.2,65.0,2463.5,6.04,5.99,3.14
0.7,Very Good,J,VS2,58.2,60.0,2464.8,5.86,5.9,3.42
0.6,Very Good,D,SI1,62.2,56.0,2464.8,5.4,5.44,3.37
0.6,Premium,D,SI1,60.4,60.0,2464.8,5.44,5.48,3.3
0.6,Premium,D,SI1,61.6,58.0,2464.8,5.42,5.45,3.35
0.55,Ideal,F,VS1,61.5,56.0,2464.8,5.26,5.3,3.25
0.76,Ideal,J,SI1,62.9,54.0,2464.8,5.82,5.85,3.67
0.7,Fair,J,VS2,67.4,58.0,2464.8,5.34,5.37,3.61
0.52,Ideal,G,VVS2,61.3,56.0,2466.1,5.18,5.2,3.18
0.52,Ideal,G,VVS2,61.6,57.0,2466.1,5.16,5.2,3.19
0.6,Ideal,E,VS2,61.8,56.0,2466.1,5.41,5.46,3.36
0.5,Ideal,G,VVS1,62.2,56.0,2466.1,5.08,5.11,3.17
0.67,Good,F,SI1,60.2,61.0,2466.1,5.64,5.69,3.41
0.52,Ideal,E,VS2,60.5,56.0,2466.1,5.27,5.21,3.17
0.46,Premium,D,VVS1,60.0,59.0,2467.4,5.0,5.04,3.01
0.71,Very Good,I,SI1,61.9,58.0,2467.4,5.66,5.69,3.51
0.58,Very Good,E,VS2,60.9,58.0,2468.7000000000003,5.4,5.39,3.29
0.7,Good,H,SI2,61.5,63.0,2468.7000000000003,5.59,5.63,3.45
0.7,Good,I,SI1,63.5,59.0,2468.7000000000003,5.62,5.65,3.58
0.71,Ideal,J,VS2,62.4,54.0,2468.7000000000003,5.72,5.76,3.58
0.58,Ideal,G,VS1,60.6,56.0,2468.7000000000003,5.43,5.48,3.3
0.58,Ideal,G,VS1,62.2,55.0,2468.7000000000003,5.32,5.35,3.32
0.57,Ideal,G,VS1,60.8,56.8,2468.7000000000003,5.36,5.39,3.26
0.58,Ideal,F,VS1,62.2,55.0,2468.7000000000003,5.34,5.37,3.33
0.51,Ideal,H,IF,60.3,58.0,2468.7000000000003,5.15,5.17,3.11
0.71,Ideal,J,SI2,61.3,56.0,2471.3,5.73,5.78,3.53
0.55,Ideal,F,VS1,61.4,55.0,2471.3,5.28,5.24,3.23
0.99,Fair,J,I1,62.9,58.0,2471.3,6.33,6.1,3.91
0.66,Ideal,E,SI1,62.8,57.0,2471.3,5.58,5.53,3.49
0.72,Ideal,H,SI2,60.9,56.0,2471.3,5.87,5.78,3.55
0.64,Premium,F,SI1,60.1,60.0,2471.3,5.62,5.57,3.36
0.57,Very Good,F,VVS2,62.6,58.0,2472.6,5.32,5.38,3.34
0.57,Very Good,F,VVS2,63.2,56.0,2472.6,5.28,5.32,3.35
0.71,Very Good,J,VS2,62.6,54.0,2472.6,5.68,5.72,3.57
0.71,Very Good,I,SI2,62.2,58.0,2472.6,5.61,5.7,3.52
0.71,Very Good,I,SI2,61.9,54.0,2472.6,5.67,5.74,3.53
0.51,Ideal,G,VVS2,61.3,56.0,2472.6,5.16,5.19,3.17
0.71,Good,G,SI2,58.2,64.0,2472.6,5.82,5.77,3.37
0.55,Ideal,G,VS1,61.5,56.7,2472.6,5.25,5.28,3.24
0.73,Ideal,J,SI1,62.0,56.0,2472.6,5.74,5.78,3.57
0.57,Fair,F,VVS2,65.2,56.2,2472.6,5.19,5.23,3.4
0.71,Premium,G,SI2,58.2,60.0,2472.6,5.91,5.88,3.43
0.58,Ideal,E,VS2,61.8,57.0,2473.9,5.32,5.36,3.3
0.5,Very Good,G,VVS2,62.9,55.0,2475.2000000000003,5.05,5.09,3.19
0.53,Very Good,G,VVS1,60.3,54.0,2475.2000000000003,5.29,5.33,3.2
0.7,Very Good,J,VS1,60.9,58.0,2475.2000000000003,5.66,5.73,3.47
0.72,Ideal,J,VS2,60.8,59.0,2475.2000000000003,5.76,5.81,3.52
0.61,Ideal,D,SI1,61.4,56.0,2475.2000000000003,5.46,5.48,3.36
0.61,Ideal,D,SI1,61.6,55.0,2475.2000000000003,5.49,5.51,3.39
0.53,Premium,D,VS2,60.2,58.0,2475.2000000000003,5.26,5.23,3.16
0.76,Premium,J,SI1,58.4,59.0,2475.2000000000003,6.01,5.97,3.51
0.55,Ideal,H,IF,62.3,54.0,2476.5,5.25,5.28,3.28
0.51,Ideal,H,IF,62.1,55.0,2476.5,5.14,5.2,3.21
0.73,Premium,J,SI1,58.2,59.0,2476.5,5.99,5.91,3.46
0.63,Premium,F,VS2,61.5,59.0,2476.5,5.53,5.5,3.39
0.58,Very Good,E,VS2,59.6,59.0,2477.8,5.4,5.44,3.23
0.57,Very Good,D,SI1,59.8,60.0,2477.8,5.4,5.34,3.21
0.52,Ideal,G,VVS2,62.2,56.0,2477.8,5.13,5.16,3.2
0.52,Ideal,G,VVS2,62.7,55.0,2477.8,5.12,5.15,3.22
0.52,Ideal,G,VVS2,62.3,56.0,2477.8,5.15,5.18,3.22
0.51,Good,E,VVS2,63.4,64.0,2477.8,5.03,5.07,3.2
0.64,Good,G,VS2,64.1,55.3,2477.8,5.43,5.45,3.49
0.7,Very Good,J,VS2,62.0,59.0,2479.1,5.61,5.65,3.49
0.53,Very Good,D,VS1,59.4,59.0,2479.1,5.25,5.32,3.14
0.72,Very Good,I,SI2,63.4,56.0,2479.1,5.67,5.72,3.61
0.53,Ideal,F,SI1,60.0,57.0,2480.4,5.3,5.27,3.17
0.4,Ideal,F,VVS1,61.1,56.0,2480.4,4.78,4.81,2.93
0.65,Ideal,H,SI1,61.5,55.0,2480.4,5.59,5.63,3.45
0.53,Ideal,F,VS1,62.2,55.0,2480.4,5.22,5.17,3.23
0.53,Ideal,F,VS1,62.3,55.0,2480.4,5.22,5.18,3.24
0.53,Ideal,F,VS1,61.8,56.0,2480.4,5.22,5.2,3.22
0.53,Ideal,F,VS1,62.0,55.0,2480.4,5.2,5.15,3.21
0.53,Ideal,F,VS1,62.1,57.0,2480.4,5.21,5.16,3.22
0.53,Premium,E,VS2,58.5,61.0,2480.4,5.33,5.26,3.1
0.53,Very Good,E,VS1,62.6,59.0,2481.7000000000003,5.19,5.25,3.27
0.77,Good,J,SI1,63.3,57.0,2481.7000000000003,5.79,5.84,3.68
0.77,Premium,J,SI1,61.8,59.0,2481.7000000000003,5.82,5.86,3.61
0.72,Good,I,SI1,63.6,59.0,2481.7000000000003,5.61,5.58,3.56
0.5,Premium,G,VVS2,61.4,57.0,2481.7000000000003,5.16,5.1,3.15
0.51,Ideal,E,VS2,60.1,57.0,2481.7000000000003,5.23,5.19,3.13
0.78,Ideal,H,SI2,62.6,56.0,2481.7000000000003,5.88,5.81,3.66
0.68,Premium,D,SI1,59.8,59.0,2481.7000000000003,5.72,5.66,3.4
0.74,Very Good,F,SI2,63.1,58.0,2481.7000000000003,5.76,5.72,3.62
0.52,Ideal,F,VS2,60.1,57.0,2481.7000000000003,5.26,5.23,3.15
0.67,Ideal,G,VS2,61.4,57.0,2483.0,5.7,5.67,3.49
0.64,Very Good,D,SI1,63.7,54.0,2483.0,5.47,5.52,3.5
